  4 Non Blondes -  Whats Up?
  The Rolling Stones -  Anybody Seen My Baby?
  The Shorts -  Comment Ça Va
  The Sound Poets -  Kalniem Pāri
  The Sound Poets -  Kalniem Pāri
  The Sound Poets -  Kalniem Pāri
  The Traveling Wilburys -  Handle With Care
  The Twins -  Not The Loving Kind (Extended Version)
  The Vamps Feat. Shawn Mendes -  Oh Cecilia (Breaking My Heart)
  Tiffany -  I Think Were Alone Now
  Tight Fit -  The Lion Sleeps Tonight
  Tight Fit -  The Lion Sleeps Tonight
  Timbaland Feat. OneRepublic -  Apologize
  Timbaland Feat. OneRepublic -  Apologize
  Timmy T -  One More Try
  Timmy T -  One More Try
  Tina Turner -  I Dont Wanna Lose You
  Tina Turner -  Missing You
  Tina Turner -  The Best
  Tina Turner -  The Best
  Tina Turner -  The Best
  Tina Turner -  Typical Male
  Tina Turner -  We Dont Need Another Hero (Thunderdome)
  Tina Turner -  We Dont Need Another Hero (Thunderdome)
  Tina Turner -  We Dont Need Another Hero (Thunderdome)
  Tina Turner -  Whats Love Got To Do With It
  Tina Turner -  Whats Love Got To Do With It
  Tina Turner -  When The Heartache Is Over
  Titiyo -  Come Along
  Titiyo -  Come Along
  Toni Braxton -  Un-Break My Heart
  Toni Braxton -  Un-Break My Heart
  Tony Esposito -  Kalimba De Luna
  Toto -  Africa
  Toto Cutugno -  Innamorati
  Toto Cutugno -  Litaliano
  Toto Cutugno -  Serenata
  Toto Cutugno -  Solo Noi
  Toto Cutugno -  Solo Noi
  Touch Sensitive -  Pizza Guy
  Tracy Chapman -  Baby Can I Hold You
  Train -  50 Ways To Say Goodbye
  Train -  50 Ways To Say Goodbye
  Travis -  Sing
  Travis -  Sing
  Travis -  Sing
  Triana Park -  Mālos Pelēkos
  Triana Park -  Mālos Pelēkos
  Triana Park Feat. Интарс Бусулис -  Kamēr
  Trippi3 Blackh3art Feat. FLEXX -  Why
  Tumsa -  Arī Man Ir Sirds (Ša La La)
  Tumsa -  Dzīve Kā Košums
  Tumsa -  Dzīve Kā Košums
  Tumsa -  Es Esmu Mazliet Don Kihots
  Tumsa -  Es Esmu Mazliet Don Kihots
  Tumsa -  Kad Ēģiptē Sniegs
  Tumsa -  Lietus Dārzs
  Tumsa -  Lietus Dārzs
  Tumsa -  Lietus Dārzs
  Tumsa -  Paspēlēsim Paslēpes
  Tumsa -  Paspēlēsim Paslēpes
  Tumsa -  Spēlējot Debesis
  Tumsa -  Un Pirms Mēs Aizmigām
  Tumsa -  Un Pirms Mēs Aizmigām
  Tumsa -  Un Pirms Mēs Aizmigām
  Two Of Us -  Blue Night Shadow (Single Version)
  U2 -  With Or Without You
  UB40 -  (I Cant Help) Falling In Love With You
  UB40 -  Kingston Town
  UB40 -  Kingston Town
  UB40 -  Red Red Wine
  UB40 Feat. Chrissie Hynde -  I Got You Babe
  UB40 Feat. Chrissie Hynde -  I Got You Babe
  UB40 Feat. Chrissie Hynde -  I Got You Babe
  UB40 Feat. Chrissie Hynde -  I Got You Babe
  UB40 Feat. Chrissie Hynde -  I Got You Babe
  Ultravox -  Dancing With Tears In My Eyes
  Ultravox -  Dancing With Tears In My Eyes
  Uncle Kracker -  Follow Me
  Usa For Africa -  We Are The World
  Usa For Africa -  We Are The World
  Vaidava -  Pusnakts Stundā (Rl Vs. Reverss Remix)
  Vaidava -  Pusnakts Stundā (Rl Vs. Reverss Remix)
  Vaidava -  Pusnakts Stundā (Rl Vs. Reverss Remix)
  Vaidava -  Tu Būsi Vēl
  Vaidava -  Tu Būsi Vēl
  Vance Joy -  Riptide
  Vance Joy -  Riptide
  Vanessa Paradis -  Joe Le Taxi
  Vanessa Paradis -  Joe Le Taxi
  Vangelis -  Conquest Of Paradise
  Vaya Con Dios -  Nah Neh Nah
  Vaya Con Dios -  Nah Neh Nah
  Vaya Con Dios -  Nah Neh Nah
  Vengaboys -  Shalala Lala
  Viegli Feat. Renārs Kaupers -  Mazā Bilžu Rāmītī
  Viegli Feat. Renārs Kaupers -  Mazā Bilžu Rāmītī
  Village People -  In The Navy
  Village People -  Y.M.C.A.
  Village People -  Y.M.C.A.
  Village People -  Y.M.C.A.
  Village People -  Y.M.C.A.
  Village People -  Y.M.C.A.
  Visage -  Fade To Grey
  Voz en Acción Show Choir -  Michael Jackson
  Westlife -  Flying Without Wings
  Westlife -  Flying Without Wings
  Westlife -  Flying Without Wings
  Westlife -  Flying Without Wings
  Westlife -  Seasons In The Sun
  Westlife -  Seasons In The Sun
  Westlife -  Seasons In The Sun
  Westlife -  Seasons In The Sun
  Wet Wet Wet -  Love Is All Around
  Wham! -  Wake Me Up Before You Go-Go
  Wham! -  Wake Me Up Before You Go-Go
  Whitney Houston -  All The Man That I Need
  Whitney Houston -  All The Man That I Need
  Whitney Houston -  All The Man That I Need
  Whitney Houston -  All The Man That I Need
  Whitney Houston -  All The Man That I Need
  Whitney Houston -  I Wanna Dance With Somebody (Who Loves Me)
  Whitney Houston -  I Wanna Dance With Somebody (Who Loves Me)
  Whitney Houston -  I Wanna Dance With Somebody (Who Loves Me)
  Whitney Houston -  I Wanna Dance With Somebody (Who Loves Me)
  Whitney Houston -  I Wanna Dance With Somebody (Who Loves Me)
  Whitney Houston -  I Will Always Love You
  Whitney Houston -  I Will Always Love You
  Whitney Houston -  I Will Always Love You
  Whitney Houston -  One Moment In Time
  Whitney Houston -  One Moment In Time
  Whitney Houston -  One Moment In Time
  Will Young -  Leave Right Now
  Yazoo -  Only You
  Yello -  Vicious Games
  Youssou NDour & Neneh Cherry -  7 Seconds
  Z & Scars -  Ja Tu Esi Viens
  Z-Scars -  Tu Tuvojies Sev
  Z-Scars -  Tu Tuvojies Sev
  Z-Scars -  Tu Tuvojies Sev
  Zhi-Vago -  Celebrate The Love
  Zigmars Liepins & Artūrs Šingirejs -  Song From Musical Drama Needle #3 (If I Have You)
  Zigmars Liepins & Artūrs Šingirejs -  Song From Musical Drama Needle #3 (If I Have You)
  Ziv Moran -  Inhalation
  Zodiaks -  Taisnība
  Zodiaks -  Taisnība
  Zucchero -  Baila (Sexy Thing)
  Zucchero Feat. Paul Young -  Senza Una Donna (English Version)
  Zucchero Feat. Paul Young -  Senza Una Donna (English Version)
  Агата Кристи -  From Sarah With Love
  Динамит -  Boys (Summertime Love)
  Динамит -  Boys (Summertime Love)
  Динамит -  Boys (Summertime Love)
  Дмитрий Сизов -  Было - не было
  Дмитрий Сизов -  Было - не было
  Другие Правила -  Она Тебе Нужна (Original Title Still With Love With You)
  Зодиак -  Manas Mīļākās Puķes
  Зодиак -  Manas Mīļākās Puķes
  Зодиак -  Manas Mīļākās Puķes
  Иванна -  Письмо с войны
  Иванна -  Письмо с войны
  Интарс Бусулис & Abonementa Orķestris -  Debesis
  Интарс Бусулис & Abonementa Orķestris -  Debesis
  Интарс Бусулис & Abonementa Orķestris -  Debesis
  Интарс Бусулис -  Brīvdiena
  Интарс Бусулис -  Brīvdiena
  Интарс Бусулис -  Miglas Rīts
  Интарс Бусулис -  Miglas Rīts
  Лайма Вайкуле & Raimonds Pauls -  Nenāciet klāt man rudenī
  Лайма Вайкуле & Raimonds Pauls -  Nenāciet klāt man rudenī
  Михаил Джексонович -  Plohish
  Михаил Джексонович -  Plohish
  Ольга Полякова -  Суперблондинка
  Перси Санки -  When a Man Loves a Woman
  Стинг -  Englishman in New York
